"transcriptclusterid"	"probesetid"	"seqname"	"strand"	"start"	"stop"	"totalprobes"	"geneassignment"	"mrnaassignment"	"swissprot"	"unigene"	"gobiologicalprocess"	"gocellularcomponent"	"gomolecularfunction"	"pathway"	"proteindomains"	"crosshybtype"	"category"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"16742840"	16742840	16742840	"chr11"	"-"	82902071	82904836	24	"XR_110899 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// ENST00000500634 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// ENST00000528524 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// ENST00000529607 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// ENST00000530825 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// AK311356 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// AL359570 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// OTTHUMT00000392556 // RP11-727A23.5 // novel transcript // --- // --- /// OTTHUMT00000392557 // RP11-727A23.5 // novel transcript // --- // --- /// OTTHUMT00000392560 // RP11-727A23.5 // novel transcript // --- // --- /// OTTHUMT00000392561 // RP11-727A23.5 // novel transcript // --- // --- /// uc009yvh.3 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// ENST00000528083 // LOC100506282 // uncharacterized LOC100506282 // --- // 100506282 /// OTTHUMT00000392562 // RP11-727A23.5 // novel transcript // --- // ---"	"XR_110899 // RefSeq // PREDICTED: Homo sapiens uncharacterized LOC100506282 (LOC100506282), transcript variant X1, misc_RNA. // chr11 // 100 // 38 // 9 // 9 // 0 /// ENST00000500634 // ENSEMBL // havana:known chromosome:GRCh38:11:83192137:83193662:-1 gene:ENSG00000247137 gene_biotype:processed_transcript transcript_biotype:lincRNA // chr11 // 94 // 71 // 16 // 17 // 0 /// ENST00000528524 // ENSEMBL // havana:known chromosome:GRCh38:11:83191029:83193794:-1 gene:ENSG00000247137 gene_biotype:processed_transcript transcript_biotype:lincRNA // chr11 // 100 // 38 // 9 // 9 // 0 /// ENST00000529607 // ENSEMBL // havana:known chromosome:GRCh38:11:83192020:83193569:-1 gene:ENSG00000247137 gene_biotype:processed_transcript transcript_biotype:lincRNA // chr11 // 100 // 38 // 9 // 9 // 0 /// ENST00000530825 // ENSEMBL // havana:known chromosome:GRCh38:11:83191063:83192816:-1 gene:ENSG00000247137 gene_biotype:processed_transcript transcript_biotype:lincRNA // chr11 // 91 // 46 // 10 // 11 // 0 /// AK311356 // GenBank HTC // Homo sapiens cDNA, FLJ18398. // chr11 // 94 // 71 // 16 // 17 // 0 /// AL359570 // GenBank HTC // Homo sapiens mRNA; cDNA DKFZp547G183 (from clone DKFZp547G183). // chr11 // 100 // 83 // 20 // 20 // 0 /// OTTHUMT00000392556 // Havana transcript // cdna:all chromosome:VEGA56:11:83191029:83193794:-1 Gene:OTTHUMG00000167033 // chr11 // 100 // 38 // 9 // 9 // 0 /// OTTHUMT00000392557 // Havana transcript // cdna:all chromosome:VEGA56:11:83191063:83192816:-1 Gene:OTTHUMG00000167033 // chr11 // 91 // 46 // 10 // 11 // 0 /// OTTHUMT00000392560 // Havana transcript // cdna:all chromosome:VEGA56:11:83192020:83193569:-1 Gene:OTTHUMG00000167033 // chr11 // 100 // 38 // 9 // 9 // 0 /// OTTHUMT00000392561 // Havana transcript // cdna:all chromosome:VEGA56:11:83192137:83193662:-1 Gene:OTTHUMG00000167033 // chr11 // 94 // 71 // 16 // 17 // 0 /// uc009yvh.3 // UCSC Genes // Homo sapiens cDNA, FLJ18398. // chr11 // 94 // 71 // 16 // 17 // 0 /// ENST00000528083 // ENSEMBL // havana:known chromosome:GRCh38:11:83192273:83193663:-1 gene:ENSG00000247137 gene_biotype:processed_transcript transcript_biotype:lincRNA // chr11 // 38 // 38 // 9 // 24 // 1 /// OTTHUMT00000392562 // Havana transcript // cdna:all chromosome:VEGA56:11:83192273:83193663:-1 Gene:OTTHUMG00000167033 // chr11 // 38 // 38 // 9 // 24 // 1 /// NONHSAT023390 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 94 // 71 // 16 // 17 // 0 /// NONHSAT023391 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 100 // 83 // 20 // 20 // 0 /// NONHSAT023392 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 100 // 38 // 9 // 9 // 0 /// NONHSAT023394 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 91 // 46 // 10 // 11 // 0 /// NONHSAT023396 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 100 // 38 // 9 // 9 // 0 /// NONHSAT023397 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 100 // 38 // 9 // 9 // 0 /// OTTHUMT00000467571 // Havana transcript // cdna:all chromosome:VEGA56:11:83190906:83193200:-1 Gene:OTTHUMG00000167033 // chr11 // 100 // 83 // 20 // 20 // 0 /// NONHSAT023398 // NONCODE // Non-coding transcript identified by NONCODE: Antisense // chr11 // 38 // 38 // 9 // 24 // 1"	NA	"XR_110899 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000500634 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000500634 // Hs.734312 // kidney /// ENST00000528524 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000528524 // Hs.734312 // kidney /// ENST00000529607 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000529607 // Hs.734312 // kidney /// ENST00000530825 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000530825 // Hs.734312 // kidney /// AK311356 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// AL359570 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// uc009yvh.3 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000528083 // Hs.585502 // blood| bone marrow| brain| embryonic tissue| heart| intestine| kidney| lymph node| mammary gland| ovary| pancreas| spleen| testis| breast (mammary gland) tumor| colorectal tumor| leukemia| normal| ovarian tumor|embryoid body| fetus| adult /// ENST00000528083 // Hs.734312 // kidney"	NA	NA	NA	NA	NA	1	"main"	1.03254127899711	8.21322524258974	9.94826195796284	4.8474915563375e-15	1.20828574533269e-10	23.3645574456476
"16706422"	16706422	16706422	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.80136944763695	7.79807479384053	8.91581353100745	3.70895559204197e-13	3.08164756957461e-09	19.330305035449
"16676983"	16676983	16676983	"chr1"	"+"	209848670	209849735	19	"NM_015714 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// ENST00000367029 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// BC009694 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// OTTHUMT00000088732 // G0S2 // G0/G1switch 2 // --- // --- /// uc001hhi.4 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486"	"NM_015714 // RefSeq // Homo sapiens G0/G1 switch 2 (G0S2), mRNA. // chr1 // 100 // 100 // 19 // 19 // 0 /// ENST00000367029 // ENSEMBL // ensembl_havana_transcript:known chromosome:GRCh38:1:209675420:209676388:1 gene:ENSG00000123689 gene_biotype:protein_coding transcript_biotype:protein_coding // chr1 // 100 // 79 // 15 // 15 // 0 /// BC009694 // GenBank // Homo sapiens G0/G1switch 2, mRNA (cDNA clone MGC:9181 IMAGE:3891372), complete cds. // chr1 // 100 // 79 // 15 // 15 // 0 /// OTTHUMT00000088732 // Havana transcript // cdna:all chromosome:VEGA56:1:209675420:209676388:1 Gene:OTTHUMG00000036479 // chr1 // 100 // 79 // 15 // 15 // 0 /// uc001hhi.4 // UCSC Genes // Homo sapiens G0/G1switch 2 (G0S2), mRNA. // chr1 // 100 // 100 // 19 // 19 // 0 /// GENSCAN00000008439 // ENSEMBL // cdna:genscan chromosome:GRCh38:1:209675192:209675996:1 transcript_biotype:protein_coding // chr1 // 92 // 63 // 11 // 12 // 0"	"NM_015714 // P27469 /// ENST00000367029 // P27469 /// BC009694 // P27469 /// uc001hhi.4 // P27469"	"NM_015714 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// ENST00000367029 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// BC009694 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// uc001hhi.4 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult"	"NM_015714 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// NM_015714 // GO:0044281 // small molecule metabolic process // traceable author statement  /// NM_015714 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// NM_015714 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// NM_015714 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// ENST00000367029 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// ENST00000367029 // GO:0044281 // small molecule metabolic process // traceable author statement  /// ENST00000367029 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// ENST00000367029 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// ENST00000367029 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// BC009694 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// BC009694 // GO:0044281 // small molecule metabolic process // traceable author statement  /// BC009694 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// BC009694 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// BC009694 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// OTTHUMT00000088732 // GO:0044281 // small molecule metabolic process // traceable author statement  /// OTTHUMT00000088732 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// OTTHUMT00000088732 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// uc001hhi.4 // GO:0044281 // small molecule metabolic process // traceable author statement  /// uc001hhi.4 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:0006915 // apoptotic process // inferred from electronic annotation "	"NM_015714 // GO:0005739 // mitochondrion // inferred from direct assay  /// NM_015714 // GO:0005811 // lipid particle // traceable author statement  /// NM_015714 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// ENST00000367029 // GO:0005739 // mitochondrion // inferred from direct assay  /// ENST00000367029 // GO:0005811 // lipid particle // traceable author statement  /// ENST00000367029 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// BC009694 // GO:0005739 // mitochondrion // inferred from direct assay  /// BC009694 // GO:0005811 // lipid particle // traceable author statement  /// BC009694 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0005739 // mitochondrion // inferred from direct assay  /// OTTHUMT00000088732 // GO:0005811 // lipid particle // traceable author statement  /// uc001hhi.4 // GO:0005739 // mitochondrion // inferred from direct assay  /// uc001hhi.4 // GO:0005811 // lipid particle // traceable author statement  /// uc001hhi.4 // GO:0005739 // mitochondrion // inferred from electronic annotation "	"NM_015714 // GO:0005515 // protein binding // inferred from physical interaction  /// NM_015714 // GO:0003674 // molecular_function // no biological data available  /// ENST00000367029 // GO:0005515 // protein binding // inferred from physical interaction  /// ENST00000367029 // GO:0003674 // molecular_function // no biological data available  /// BC009694 // GO:0005515 // protein binding // inferred from physical interaction  /// BC009694 // GO:0003674 // molecular_function // no biological data available  /// OTTHUMT00000088732 // GO:0005515 // protein binding // inferred from physical interaction  /// OTTHUMT00000088732 // GO:0003674 // molecular_function // no biological data available  /// uc001hhi.4 // GO:0005515 // protein binding // inferred from physical interaction  /// uc001hhi.4 // GO:0003674 // molecular_function // no biological data available "	"NM_015714 // GenMAPP // Circadian_Exercise /// ENST00000367029 // GenMAPP // Circadian_Exercise /// BC009694 // GenMAPP // Circadian_Exercise /// uc001hhi.4 // GenMAPP // Circadian_Exercise"	NA	1	"main"	-1.588477944011	7.49352407439221	-8.57827983795143	1.54923135578589e-12	7.72322815486380e-09	17.9951797259707
"16889406"	16889406	16889406	"chr2"	"+"	201944565	201944667	10	"ENST00000516339 // RNU6-1206P // RNA, U6 small nuclear 1206, pseudogene // --- // ---"	"ENST00000516339 // ENSEMBL // ncrna:known chromosome:GRCh38:2:201079842:201079944:1 gene:ENSG00000252148 gene_biotype:snRNA transcript_biotype:snRNA // chr2 // 100 // 100 // 10 // 10 // 1 /// NONHSAT076361 // NONCODE // Non-coding transcript identified by NONCODE // chr2 // 100 // 100 // 10 // 10 // 1 /// uc021vuv.1 // UCSC Genes // Rfam model RF00026 hit found at contig region AC007272.3/29517-29415 // chr2 // 100 // 100 // 10 // 10 // 1"	NA	NA	NA	NA	NA	NA	NA	3	"main"	1.55532486802152	5.92993141747512	8.22215619009912	7.02170239282928e-12	2.49160713297464e-08	16.5813364916536
"16785083"	16785083	16785083	"chr14"	"+"	62204100	62204795	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"main"	-1.23999484791805	6.48779977430293	-8.16378624073488	8.99641506730794e-12	2.49160713297464e-08	16.3492700445057
"16740332"	16740332	16740332	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	-1.66901425552353	6.64136613555251	-8.11999961348248	1.08344741431925e-11	2.70060102493216e-08	16.1751435327831
"16997676"	16997676	16997676	"chr5"	"-"	79945819	79946854	8	"NM_001190470 // MTRNR2L2 // MT-RNR2-like 2 // 5q14.1 // 100462981 /// uc021yay.1 // MTRNR2L2 // MT-RNR2-like 2 // 5q14.1 // 100462981"	"NM_001190470 // RefSeq // Homo sapiens MT-RNR2-like 2 (MTRNR2L2), mRNA. // chr5 // 100 // 100 // 8 // 8 // 1 /// uc021yay.1 // UCSC Genes // Homo sapiens MT-RNR2-like 2 (MTRNR2L2), mRNA. // chr5 // 100 // 100 // 8 // 8 // 1"	"NM_001190470 // P0CJ69 /// uc021yay.1 // P0CJ69"	"NM_001190470 // Hs.666077 // bone| bone marrow| eye| heart| liver| mammary gland| skin| testis| leukemia| liver tumor| non-neoplasia| normal| prostate cancer| fetus| adult /// uc021yay.1 // Hs.666077 // bone| bone marrow| eye| heart| liver| mammary gland| skin| testis| leukemia| liver tumor| non-neoplasia| normal| prostate cancer| fetus| adult"	NA	"NM_001190470 // GO:0005576 // extracellular region // inferred from electronic annotation  /// NM_001190470 // GO:0005737 // cytoplasm // inferred from electronic annotation  /// uc021yay.1 // GO:0005576 // extracellular region // inferred from electronic annotation  /// uc021yay.1 // GO:0005737 // cytoplasm // inferred from electronic annotation "	NA	NA	NA	1	"main"	1.3150682719168	7.90301113033021	8.01823352043025	1.66895746753949e-11	3.78185762144448e-08	15.770349397728
"16999773"	16999773	16999773	"chr5"	"-"	131804579	131808735	19	"OTTHUMT00000132338 // AC116366.6 // putative novel transcript // --- // ---"	"OTTHUMT00000132338 // Havana transcript // cdna:all chromosome:VEGA56:5:132468890:132473043:-1 Gene:OTTHUMG00000059495 // chr5 // 100 // 100 // 19 // 19 // 1 /// ENST00000443093 // ENSEMBL // havana:known chromosome:GRCh38:5:132468890:132473043:-1 gene:ENSG00000234290 gene_biotype:antisense transcript_biotype:antisense // chr5 // 100 // 100 // 19 // 19 // 1 /// NONHSAT103754 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr5 // 100 // 100 // 19 // 19 // 1"	NA	"ENST00000443093 // Hs.708847 // brain| intestine| pancreas| placenta| spleen| stomach| thymus| gastrointestinal tumor| normal| pancreatic tumor| adult /// ENST00000443093 // Hs.739905 // placenta| normal| adult"	NA	NA	NA	NA	NA	1	"main"	-1.00566581389263	5.92074323432491	-7.75253671596507	5.15338538464361e-11	9.91992921986665e-08	14.7132831264571
"16706423"	16706423	16706423	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.49915425114653	7.87088986490544	7.75161002902964	5.17367727907672e-11	9.91992921986665e-08	14.7095968793383
"17075392"	17075392	17075392	"chr8"	"-"	22536669	22537772	19	"AL833160 // LOC286058 // uncharacterized LOC286058 // 8p21.2 // 286058 /// OTTHUMT00000422904 // CTD-3247F14.2 // novel transcript, overlapping to EGR3 // --- // ---"	"AL833160 // GenBank HTC // Homo sapiens mRNA; cDNA DKFZp686J2011 (from clone DKFZp686J2011). // chr8 // 100 // 100 // 19 // 19 // 1 /// OTTHUMT00000422904 // Havana transcript // cdna:all chromosome:VEGA56:8:22679013:22684009:-1 Gene:OTTHUMG00000173366 // chr8 // 100 // 100 // 19 // 19 // 1 /// ENST00000566457 // ENSEMBL // havana:known chromosome:GRCh38:8:22679013:22684009:-1 gene:ENSG00000261026 gene_biotype:sense_overlapping transcript_biotype:sense_overlapping // chr8 // 100 // 100 // 19 // 19 // 1 /// NONHSAT125508 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr8 // 100 // 100 // 19 // 19 // 1 /// NONHSAT125509 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr8 // 100 // 100 // 19 // 19 // 1 /// TCONS_00014950-XLOC_007024 // Rinn lincRNA // linc-BIN3 chr8:-:22536668-22537772 // chr8 // 100 // 100 // 19 // 19 // 1"	NA	"AL833160 // Hs.638582 // --- /// ENST00000566457 // Hs.638582 // ---"	NA	NA	NA	NA	NA	1	"main"	-1.03268295241865	4.57329518234371	-7.60193155585907	9.75718176253736e-11	1.70170129622727e-07	14.114359400583
