"transcriptclusterid"	"probesetid"	"seqname"	"strand"	"start"	"stop"	"totalprobes"	"geneassignment"	"mrnaassignment"	"swissprot"	"unigene"	"gobiologicalprocess"	"gocellularcomponent"	"gomolecularfunction"	"pathway"	"proteindomains"	"crosshybtype"	"category"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"17075392"	17075392	17075392	"chr8"	"-"	22536669	22537772	19	"AL833160 // LOC286058 // uncharacterized LOC286058 // 8p21.2 // 286058 /// OTTHUMT00000422904 // CTD-3247F14.2 // novel transcript, overlapping to EGR3 // --- // ---"	"AL833160 // GenBank HTC // Homo sapiens mRNA; cDNA DKFZp686J2011 (from clone DKFZp686J2011). // chr8 // 100 // 100 // 19 // 19 // 1 /// OTTHUMT00000422904 // Havana transcript // cdna:all chromosome:VEGA56:8:22679013:22684009:-1 Gene:OTTHUMG00000173366 // chr8 // 100 // 100 // 19 // 19 // 1 /// ENST00000566457 // ENSEMBL // havana:known chromosome:GRCh38:8:22679013:22684009:-1 gene:ENSG00000261026 gene_biotype:sense_overlapping transcript_biotype:sense_overlapping // chr8 // 100 // 100 // 19 // 19 // 1 /// NONHSAT125508 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr8 // 100 // 100 // 19 // 19 // 1 /// NONHSAT125509 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr8 // 100 // 100 // 19 // 19 // 1 /// TCONS_00014950-XLOC_007024 // Rinn lincRNA // linc-BIN3 chr8:-:22536668-22537772 // chr8 // 100 // 100 // 19 // 19 // 1"	NA	"AL833160 // Hs.638582 // --- /// ENST00000566457 // Hs.638582 // ---"	NA	NA	NA	NA	NA	1	"main"	-1.11061559569195	4.57329518234371	-8.17562033298399	8.55556285695123e-12	1.07408785514681e-07	16.0224922968683
"16785083"	16785083	16785083	"chr14"	"+"	62204100	62204795	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"main"	-1.24153131139633	6.48779977430293	-8.17390189518654	8.61821275091718e-12	1.07408785514681e-07	16.0158975378561
"16706423"	16706423	16706423	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.38092024240786	7.87088986490544	7.14026271289447	6.86178416805131e-10	4.27592080432117e-06	12.044500374041
"16740332"	16740332	16740332	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	-1.40118311352565	6.64136613555251	-6.8169617500826	2.66594232115736e-09	1.17637032799708e-05	10.8081848748551
"17084415"	17084415	17084415	"chr9"	"+"	33934286	33934378	22	NA	"NONHSAT130809 // NONCODE // Non-coding transcript identified by NONCODE // chr9 // 100 // 100 // 22 // 22 // 1 /// uc011loh.1 // UCSC Genes // --- // chr9 // 100 // 100 // 22 // 22 // 1"	NA	NA	NA	NA	NA	NA	NA	1	"main"	-1.01648188397664	5.87562071979049	-6.80254182597982	2.83167053196762e-09	1.17637032799708e-05	10.7532046431638
"16740338"	16740338	16740338	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	-1.1883808644114	6.16493653357286	-6.64926494899829	5.36851809290682e-09	1.79626467254655e-05	10.1698526983034
"16676983"	16676983	16676983	"chr1"	"+"	209848670	209849735	19	"NM_015714 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// ENST00000367029 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// BC009694 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486 /// OTTHUMT00000088732 // G0S2 // G0/G1switch 2 // --- // --- /// uc001hhi.4 // G0S2 // G0/G1 switch 2 // 1q32.2 // 50486"	"NM_015714 // RefSeq // Homo sapiens G0/G1 switch 2 (G0S2), mRNA. // chr1 // 100 // 100 // 19 // 19 // 0 /// ENST00000367029 // ENSEMBL // ensembl_havana_transcript:known chromosome:GRCh38:1:209675420:209676388:1 gene:ENSG00000123689 gene_biotype:protein_coding transcript_biotype:protein_coding // chr1 // 100 // 79 // 15 // 15 // 0 /// BC009694 // GenBank // Homo sapiens G0/G1switch 2, mRNA (cDNA clone MGC:9181 IMAGE:3891372), complete cds. // chr1 // 100 // 79 // 15 // 15 // 0 /// OTTHUMT00000088732 // Havana transcript // cdna:all chromosome:VEGA56:1:209675420:209676388:1 Gene:OTTHUMG00000036479 // chr1 // 100 // 79 // 15 // 15 // 0 /// uc001hhi.4 // UCSC Genes // Homo sapiens G0/G1switch 2 (G0S2), mRNA. // chr1 // 100 // 100 // 19 // 19 // 0 /// GENSCAN00000008439 // ENSEMBL // cdna:genscan chromosome:GRCh38:1:209675192:209675996:1 transcript_biotype:protein_coding // chr1 // 92 // 63 // 11 // 12 // 0"	"NM_015714 // P27469 /// ENST00000367029 // P27469 /// BC009694 // P27469 /// uc001hhi.4 // P27469"	"NM_015714 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// ENST00000367029 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// BC009694 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult /// uc001hhi.4 // Hs.432132 // adipose tissue| adrenal gland| ascites| blood| bone marrow| brain| heart| intestine| kidney| liver| lung| mammary gland| mouth| muscle| nerve| ovary| pancreas| placenta| prostate| skin| testis| thyroid| bladder carcinoma| gastrointestinal tumor| glioma| head and neck tumor| leukemia| liver tumor| lung tumor| normal| pancreatic tumor| skin tumor| fetus| juvenile| adult"	"NM_015714 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// NM_015714 // GO:0044281 // small molecule metabolic process // traceable author statement  /// NM_015714 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// NM_015714 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// NM_015714 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// ENST00000367029 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// ENST00000367029 // GO:0044281 // small molecule metabolic process // traceable author statement  /// ENST00000367029 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// ENST00000367029 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// ENST00000367029 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// BC009694 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// BC009694 // GO:0044281 // small molecule metabolic process // traceable author statement  /// BC009694 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// BC009694 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// BC009694 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0006915 // apoptotic process // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// OTTHUMT00000088732 // GO:0044281 // small molecule metabolic process // traceable author statement  /// OTTHUMT00000088732 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// OTTHUMT00000088732 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:0044255 // cellular lipid metabolic process // traceable author statement  /// uc001hhi.4 // GO:0044281 // small molecule metabolic process // traceable author statement  /// uc001hhi.4 // GO:0097191 // extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:2001238 // positive regulation of extrinsic apoptotic signaling pathway // inferred from direct assay  /// uc001hhi.4 // GO:0006915 // apoptotic process // inferred from electronic annotation "	"NM_015714 // GO:0005739 // mitochondrion // inferred from direct assay  /// NM_015714 // GO:0005811 // lipid particle // traceable author statement  /// NM_015714 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// ENST00000367029 // GO:0005739 // mitochondrion // inferred from direct assay  /// ENST00000367029 // GO:0005811 // lipid particle // traceable author statement  /// ENST00000367029 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// BC009694 // GO:0005739 // mitochondrion // inferred from direct assay  /// BC009694 // GO:0005811 // lipid particle // traceable author statement  /// BC009694 // GO:0005739 // mitochondrion // inferred from electronic annotation  /// OTTHUMT00000088732 // GO:0005739 // mitochondrion // inferred from direct assay  /// OTTHUMT00000088732 // GO:0005811 // lipid particle // traceable author statement  /// uc001hhi.4 // GO:0005739 // mitochondrion // inferred from direct assay  /// uc001hhi.4 // GO:0005811 // lipid particle // traceable author statement  /// uc001hhi.4 // GO:0005739 // mitochondrion // inferred from electronic annotation "	"NM_015714 // GO:0005515 // protein binding // inferred from physical interaction  /// NM_015714 // GO:0003674 // molecular_function // no biological data available  /// ENST00000367029 // GO:0005515 // protein binding // inferred from physical interaction  /// ENST00000367029 // GO:0003674 // molecular_function // no biological data available  /// BC009694 // GO:0005515 // protein binding // inferred from physical interaction  /// BC009694 // GO:0003674 // molecular_function // no biological data available  /// OTTHUMT00000088732 // GO:0005515 // protein binding // inferred from physical interaction  /// OTTHUMT00000088732 // GO:0003674 // molecular_function // no biological data available  /// uc001hhi.4 // GO:0005515 // protein binding // inferred from physical interaction  /// uc001hhi.4 // GO:0003674 // molecular_function // no biological data available "	"NM_015714 // GenMAPP // Circadian_Exercise /// ENST00000367029 // GenMAPP // Circadian_Exercise /// BC009694 // GenMAPP // Circadian_Exercise /// uc001hhi.4 // GenMAPP // Circadian_Exercise"	NA	1	"main"	-1.22810406952967	7.49352407439221	-6.63214772246124	5.76511168272984e-09	1.79626467254655e-05	10.1048363290354
"16706422"	16706422	16706422	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.32684086768768	7.79807479384053	6.56715132875268	7.55443821920699e-09	2.09224363391059e-05	9.85821925248404
"16740335"	16740335	16740335	NA	NA	NA	NA	2	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	-1.08520274360907	7.08135402291533	-5.73331773928409	2.28838226640089e-07	0.000237667568217952	6.74346343031076
"16889406"	16889406	16889406	"chr2"	"+"	201944565	201944667	10	"ENST00000516339 // RNU6-1206P // RNA, U6 small nuclear 1206, pseudogene // --- // ---"	"ENST00000516339 // ENSEMBL // ncrna:known chromosome:GRCh38:2:201079842:201079944:1 gene:ENSG00000252148 gene_biotype:snRNA transcript_biotype:snRNA // chr2 // 100 // 100 // 10 // 10 // 1 /// NONHSAT076361 // NONCODE // Non-coding transcript identified by NONCODE // chr2 // 100 // 100 // 10 // 10 // 1 /// uc021vuv.1 // UCSC Genes // Rfam model RF00026 hit found at contig region AC007272.3/29517-29415 // chr2 // 100 // 100 // 10 // 10 // 1"	NA	NA	NA	NA	NA	NA	NA	3	"main"	1.0713484613626	5.92993141747512	5.66363630162426	3.02522165577138e-07	0.00030162669996703	6.48850018726626
