"transcriptclusterid"	"probesetid"	"seqname"	"strand"	"start"	"stop"	"totalprobes"	"geneassignment"	"mrnaassignment"	"swissprot"	"unigene"	"gobiologicalprocess"	"gocellularcomponent"	"gomolecularfunction"	"pathway"	"proteindomains"	"crosshybtype"	"category"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"17115971"	17115971	17115971	"chrY"	"+"	2979379	2981965	15	NA	"NONHSAT139306 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chrY // 100 // 100 // 15 // 15 // 1 /// TCONS_00017629-XLOC_008277 // Rinn lincRNA // linc-TGIF2LY-1 chrY:+:2979378-2981965 // chrY // 100 // 100 // 15 // 15 // 1"	NA	NA	NA	NA	NA	NA	NA	1	"main"	1.02746254573655	7.7962523630495	5.74629982182709	2.17216027623158e-07	0.000228666062435185	6.83421253521544
"16691755"	16691755	16691755	"chr1"	"-"	121484057	121485434	18	NA	"NONHSAT005623 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 100 // 72 // 13 // 13 // 0 /// TCONS_00001651-XLOC_000992 // Rinn lincRNA // linc-FCGR1B-7 chr1:-:121484056-121485434 // chr1 // 100 // 72 // 13 // 13 // 0 /// NONHSAT005625 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr1 // 61 // 61 // 11 // 18 // 1 /// TCONS_00001652-XLOC_000992 // Rinn lincRNA // linc-FCGR1B-7 chr1:-:121484423-121485429 // chr1 // 61 // 61 // 11 // 18 // 1"	NA	NA	NA	NA	NA	NA	NA	1	"main"	1.37295187895123	6.07330252420938	5.01302831827627	3.86570597617008e-06	0.00109496121775017	4.17875623940787
"16761514"	16761514	16761514	"chr12"	"-"	11174218	11175219	13	"ENST00000390673 // TAS2R19 // taste receptor, type 2, member 19 // 12p13.2 // 259294 /// ENST00000573562 // TAS2R19 // taste receptor, type 2, member 19 // 12p13.2 // 259294 /// BC101804 // TAS2R19 // taste receptor, type 2, member 19 // 12p13.2 // 259294 /// BC111998 // TAS2R19 // taste receptor, type 2, member 19 // 12p13.2 // 259294 /// OTTHUMT00000370080 // TAS2R19 // taste receptor, type 2, member 19 // --- // --- /// OTTHUMT00000427626 // TAS2R19 // taste receptor, type 2, member 19 // --- // ---"	"ENST00000390673 // ENSEMBL // ensembl_havana_transcript:known chromosome:GRCh38:12:11021619:11022620:-1 gene:ENSG00000212124 gene_biotype:protein_coding transcript_biotype:protein_coding // chr12 // 100 // 100 // 13 // 13 // 0 /// ENST00000573562 // ENSEMBL // ensembl_havana_transcript:known chromosome:GRCh38:CHR_HSCHR12_2_CTG2:11021619:11022620:-1 gene:ENSG00000263028 gene_biotype:protein_coding transcript_biotype:protein_coding // chr12 // 100 // 100 // 13 // 13 // 0 /// BC101804 // GenBank // Homo sapiens taste receptor, type 2, member 48, mRNA (cDNA clone MGC:126853 IMAGE:8069310), complete cds. // chr12 // 100 // 100 // 13 // 13 // 0 /// BC111998 // GenBank // Homo sapiens taste receptor, type 2, member 48, mRNA (cDNA clone MGC:138203 IMAGE:8327466), complete cds. // chr12 // 100 // 100 // 13 // 13 // 0 /// OTTHUMT00000370080 // Havana transcript // cdna:all chromosome:VEGA56:12:11021619:11022620:-1 Gene:OTTHUMG00000162687 // chr12 // 100 // 100 // 13 // 13 // 0 /// OTTHUMT00000427626 // Havana transcript // cdna:all chromosome:VEGA56:HSCHR12_2_CTG2:220325:221326:-1 Gene:OTTHUMG00000174880 // chr12 // 100 // 100 // 13 // 13 // 0"	"ENST00000390673 // P59542 /// ENST00000390673 // Q50KF9 /// ENST00000573562 // P59542 /// ENST00000573562 // Q50KF9 /// BC101804 // P59542 /// BC111998 // P59542"	"ENST00000390673 // Hs.688196 // --- /// ENST00000573562 // Hs.688196 // --- /// BC101804 // Hs.688196 // --- /// BC111998 // Hs.688196 // ---"	"ENST00000390673 // GO:0001580 // detection of chemical stimulus involved in sensory perception of bitter taste // inferred from direct assay  /// ENST00000390673 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// ENST00000390673 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// ENST00000390673 // GO:0007165 // signal transduction // inferred from electronic annotation  /// ENST00000390673 // GO:0050896 // response to stimulus // inferred from electronic annotation  /// ENST00000573562 // GO:0001580 // detection of chemical stimulus involved in sensory perception of bitter taste // inferred from direct assay  /// ENST00000573562 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// ENST00000573562 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// ENST00000573562 // GO:0007165 // signal transduction // inferred from electronic annotation  /// ENST00000573562 // GO:0050896 // response to stimulus // inferred from electronic annotation  /// BC101804 // GO:0001580 // detection of chemical stimulus involved in sensory perception of bitter taste // inferred from direct assay  /// BC101804 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// BC101804 // GO:0007165 // signal transduction // inferred from electronic annotation  /// BC101804 // GO:0050896 // response to stimulus // inferred from electronic annotation  /// BC101804 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// BC111998 // GO:0001580 // detection of chemical stimulus involved in sensory perception of bitter taste // inferred from direct assay  /// BC111998 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// BC111998 // GO:0007165 // signal transduction // inferred from electronic annotation  /// BC111998 // GO:0050896 // response to stimulus // inferred from electronic annotation  /// BC111998 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0007165 // signal transduction // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0050896 // response to stimulus // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0007165 // signal transduction // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0007186 // G-protein coupled receptor signaling pathway // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0050909 // sensory perception of taste // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0050896 // response to stimulus // inferred from electronic annotation "	"ENST00000390673 // GO:0005886 // plasma membrane // traceable author statement  /// ENST00000390673 // GO:0016021 // integral component of membrane // inferred from direct assay  /// ENST00000390673 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// ENST00000390673 // GO:0016020 // membrane // inferred from electronic annotation  /// ENST00000573562 // GO:0005886 // plasma membrane // traceable author statement  /// ENST00000573562 // GO:0016021 // integral component of membrane // inferred from direct assay  /// ENST00000573562 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// ENST00000573562 // GO:0016020 // membrane // inferred from electronic annotation  /// BC101804 // GO:0005886 // plasma membrane // traceable author statement  /// BC101804 // GO:0016021 // integral component of membrane // inferred from direct assay  /// BC101804 // GO:0016020 // membrane // inferred from electronic annotation  /// BC101804 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// BC111998 // GO:0005886 // plasma membrane // traceable author statement  /// BC111998 // GO:0016021 // integral component of membrane // inferred from direct assay  /// BC111998 // GO:0016020 // membrane // inferred from electronic annotation  /// BC111998 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0005886 // plasma membrane // traceable author statement  /// OTTHUMT00000370080 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0016020 // membrane // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0005886 // plasma membrane // traceable author statement  /// OTTHUMT00000427626 // GO:0016021 // integral component of membrane // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0016020 // membrane // inferred from electronic annotation "	"ENST00000390673 // GO:0033038 // bitter taste receptor activity // inferred from direct assay  /// ENST00000390673 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation  /// ENST00000390673 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// ENST00000573562 // GO:0033038 // bitter taste receptor activity // inferred from direct assay  /// ENST00000573562 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation  /// ENST00000573562 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// BC101804 // GO:0033038 // bitter taste receptor activity // inferred from direct assay  /// BC101804 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// BC101804 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation  /// BC111998 // GO:0033038 // bitter taste receptor activity // inferred from direct assay  /// BC111998 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// BC111998 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// OTTHUMT00000370080 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0004871 // signal transducer activity // inferred from electronic annotation  /// OTTHUMT00000427626 // GO:0004930 // G-protein coupled receptor activity // inferred from electronic annotation "	NA	"ENST00000390673 // Pfam // IPR007960 // Mammalian taste receptor /// ENST00000573562 // Pfam // IPR007960 // Mammalian taste receptor /// OTTHUMT00000370080 // Pfam // IPR007960 // Mammalian taste receptor /// OTTHUMT00000427626 // Pfam // IPR007960 // Mammalian taste receptor"	1	"main"	1.05925508936425	4.9721770709064	4.99342544133008	4.16641400446811e-06	0.00114123115907002	4.10979495632842
"16659138"	16659138	16659138	"chr1"	"+"	11968209	11968329	16	"ENST00000362477 // RNU5E-1 // RNA, U5E small nuclear 1 // 1p36.22 // 26829 /// NR_002754 // RNU5E-1 // RNA, U5E small nuclear 1 // 1p36.22 // 26829 /// M77839 // RNU5E-1 // RNA, U5E small nuclear 1 // 1p36.22 // 26829"	"ENST00000362477 // ENSEMBL // ncrna:known chromosome:GRCh38:1:11908152:11908271:1 gene:ENSG00000199347 gene_biotype:snRNA transcript_biotype:snRNA // chr1 // 100 // 100 // 16 // 16 // 0 /// NR_002754 // RefSeq // Homo sapiens RNA, U5E small nuclear 1 (RNU5E-1), small nuclear RNA. // chr1 // 56 // 100 // 9 // 16 // 0 /// M77839 // GenBank // Human U5E snRNA sequence. // chr1 // 56 // 100 // 9 // 16 // 0 /// NONHSAT000924 // NONCODE // Non-coding transcript identified by NONCODE // chr1 // 56 // 100 // 9 // 16 // 0"	NA	NA	NA	NA	NA	NA	NA	1	"main"	-1.17002006109714	8.75748543404359	-4.5881005776527	1.90579689596327e-05	0.003104829635868	2.71255195094091
"17020497"	17020497	17020497	"chr6"	"-"	58778112	58778756	20	NA	"NONHSAT113325 // NONCODE // Non-coding transcript identified by NONCODE: Linc // chr6 // 100 // 100 // 20 // 20 // 1 /// TCONS_00012197-XLOC_005754 // Rinn lincRNA // linc-RAB23-2 chr6:-:58778111-58778756 // chr6 // 100 // 100 // 20 // 20 // 1"	NA	NA	NA	NA	NA	NA	NA	1	"main"	1.70875997945064	6.13002593408057	4.5208982725644	2.43844631121834e-05	0.00366148872008605	2.48658543745159
"16855340"	16855340	16855340	"chr18"	"-"	51748654	51748782	10	"NR_002970 // SNORA37 // small nucleolar RNA, H/ACA box 37 // 18q21.2 // 677819 /// ENST00000384504 // SNORA37 // small nucleolar RNA, H/ACA box 37 // 18q21.2 // 677819 /// uc002lfi.1 // SNORA37 // small nucleolar RNA, H/ACA box 37 // 18q21.2 // 677819"	"NR_002970 // RefSeq // Homo sapiens small nucleolar RNA, H/ACA box 37 (SNORA37), small nucleolar RNA. // chr18 // 100 // 100 // 10 // 10 // 1 /// ENST00000384504 // ENSEMBL // ncrna:known chromosome:GRCh38:18:54222284:54222412:-1 gene:ENSG00000207233 gene_biotype:snoRNA transcript_biotype:snoRNA // chr18 // 100 // 100 // 10 // 10 // 1 /// uc002lfi.1 // UCSC Genes // Homo sapiens small nucleolar RNA, H/ACA box 37 (SNORA37), small nucleolar RNA. // chr18 // 100 // 100 // 10 // 10 // 1 /// NONHSAT059339 // NONCODE // Non-coding transcript identified by NONCODE // chr18 // 100 // 100 // 10 // 10 // 1"	NA	"NR_002970 // Hs.655869 // mammary gland| normal| soft tissue/muscle tissue tumor| adult /// ENST00000384504 // Hs.655869 // mammary gland| normal| soft tissue/muscle tissue tumor| adult /// uc002lfi.1 // Hs.655869 // mammary gland| normal| soft tissue/muscle tissue tumor| adult"	NA	NA	NA	NA	NA	1	"main"	-1.07237989920392	8.76250213461537	-4.15182003435949	9.14432300527689e-05	0.00866659297450691	1.27811611796597
"16889758"	16889758	16889758	NA	NA	NA	NA	1	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.03003816095828	5.54410391073867	4.13371980562101	9.74244932760434e-05	0.00898904252849048	1.22035597184803
"16798228"	16798228	16798228	"chr15"	"+"	25344645	25344742	17	"NR_003340 // SNORD116-26 // small nucleolar RNA, C/D box 116-26 // 15q11.2 // 100033438 /// ENST00000516006 // SNORD116-26 // small nucleolar RNA, C/D box 116-26 // 15q11.2 // 100033438"	"NR_003340 // RefSeq // Homo sapiens small nucleolar RNA, C/D box 116-26 (SNORD116-26), small nucleolar RNA. // chr15 // 100 // 100 // 17 // 17 // 1 /// ENST00000516006 // ENSEMBL // ncrna:known chromosome:GRCh38:15:25099499:25099594:1 gene:ENSG00000251815 gene_biotype:snoRNA transcript_biotype:snoRNA // chr15 // 100 // 100 // 17 // 17 // 1 /// JX629744 // GenBank // Homo sapiens chromosome 15 sno-lncRNA5 snoRNA, complete sequence. // chr15 // 100 // 100 // 17 // 17 // 1 /// NONHSAT041049 // NONCODE // Non-coding transcript identified by NONCODE // chr15 // 100 // 100 // 17 // 17 // 1 /// uc001yyl.3 // UCSC Genes // --- // chr15 // 100 // 100 // 17 // 17 // 1"	NA	"ENST00000516006 // Hs.711166 // liver| liver tumor| adult /// JX629744 // Hs.605154 // brain| embryonic tissue| leukemia| normal| blastocyst"	NA	NA	NA	NA	NA	3	"main"	-1.34811602507561	6.96369077266047	-4.07815939117288	0.000118234032844817	0.0100241547710541	1.04398574280799
"16798222"	16798222	16798222	"chr15"	"+"	25342809	25342902	12	"NR_003339 // SNORD116-25 // small nucleolar RNA, C/D box 116-25 // 15q11.2 // 100033436 /// ENST00000516517 // SNORD116-25 // small nucleolar RNA, C/D box 116-25 // 15q11.2 // 100033436 /// uc001yyk.3 // SNORD116-25 // small nucleolar RNA, C/D box 116-25 // 15q11.2 // 100033436"	"NR_003339 // RefSeq // Homo sapiens small nucleolar RNA, C/D box 116-25 (SNORD116-25), small nucleolar RNA. // chr15 // 100 // 100 // 12 // 12 // 1 /// ENST00000516517 // ENSEMBL // ncrna:known chromosome:GRCh38:15:25097663:25097754:1 gene:ENSG00000252326 gene_biotype:snoRNA transcript_biotype:snoRNA // chr15 // 100 // 100 // 12 // 12 // 1 /// uc001yyk.3 // UCSC Genes // Homo sapiens small nucleolar RNA, C/D box 116-25 (SNORD116-25), small nucleolar RNA. // chr15 // 100 // 100 // 12 // 12 // 1 /// NONHSAT041048 // NONCODE // Non-coding transcript identified by NONCODE // chr15 // 100 // 100 // 12 // 12 // 1"	NA	NA	NA	NA	NA	NA	NA	3	"main"	-1.14884839174366	4.74826774377829	-4.05935651815686	0.000126200273230157	0.0103817426090261	0.98461963286702
"16835635"	16835635	16835635	NA	NA	NA	NA	1	NA	"--- // --- // pos_control // --- // --- // --- // --- // --- // ---"	NA	NA	NA	NA	NA	NA	NA	NA	"normgene->exon"	1.13132228420327	5.48140283072874	3.40195442181817	0.00110848860514767	0.0383752596832093	-0.979393524128803
